filename,class,xmin,ymin,xmax,ymax
2d16bfeb-269c-4ea6-8950-e44e43afb5a19062464327513813072_jpg.rf.4082c25426b107da9d923d17c177f54c.jpg,cow,135,1,508,402
18582186-c55e-4c9a-8e11-287708b19d772349033894602571537_jpg.rf.ab12ba289812615bdaae9e643385f996.jpg,cow,158,93,564,462
d4f13d44-97c0-48b4-a248-e310bc3518048650711835674967000_jpg.rf.143257b2bb22843167f2640eeca9e296.jpg,cow,1,1,481,522
65d25296-b92e-430b-b2e4-a50bd8392a756435131071315543960_jpg.rf.f169ae8d9b2ce5adc04bcaae4560c02d.jpg,cow,12,135,641,481
16957a7a-04e6-47be-b5a8-1733f8d6f7181273738964989826080_jpg.rf.b671e7619aba6ec4d61e3ba597c8fdec.jpg,cow,156,122,607,368
1a43eed1-dec0-465a-a12a-8aabfa7836d87887999487557547685_jpg.rf.b70839f3734d5e4a1d2b3e0d949bdeec.jpg,pig,73,236,474,431
6614dfd1-cc8f-40b7-b761-d8bd7da1ba944562230826592828608_jpg.rf.eceecba43bf4bffbd923878273d36d86.jpg,cow,1,180,456,541
512455f0-17b4-42dd-8e16-49ad152df4175457559748958535288_jpg.rf.3b5f44f33d07a93938b542937a96d96b.jpg,pig,115,1,641,322
9ade9296-41e0-4373-8ffb-d046ad3d1c8c8845911660398145511_jpg.rf.ef8c573274b11efba822f25995858f36.jpg,pig,60,398,509,638
9139e574-ee6c-4d3c-8c4f-13edb82367424784902205473322511_jpg.rf.31a492873fe241eecdb028b0812c92c7.jpg,cow,4,13,641,479
398e5b4e-6dd9-4e3d-97b2-0e48b81a003a8625033222285715215_jpg.rf.95872e5bbfb91d48ede8d0e5f60de910.jpg,pig,4,169,641,493
f98d2d7f-cad5-4ead-8b8a-7fc9a5b812b12733160138517612078_jpg.rf.80066935790d1b12104047c2e710f43e.jpg,cow,152,75,641,419
eab35a29-54b7-4922-af78-d8e24e652f686115144237911706629_jpg.rf.bafd47158a3e1defc3e58de31a33bee4.jpg,cow,1,95,641,472
4e4f54f0-0066-4b33-986a-71396aa54c797868879460105832050_jpg.rf.7e186d1d68dacf71861f7485f811a8eb.jpg,cow,151,254,262,374
cf0ca86e-6325-49ee-bacb-2b9e02ba73147775435706526891607_jpg.rf.a93032b219637647124ffea62bcd069c.jpg,goat,192,191,641,529
41b2fd82-c203-475f-98ee-f07686052ec56418334935730752399_jpg.rf.55d403264200087078af182644e788ed.jpg,cow,186,1,413,169
1f2aea6e-3eb4-446c-8062-89d04af8c0c17959601565989947236_jpg.rf.9759cd1520bbd8fe87044b390551f289.jpg,cow,8,44,639,490
390f8122-aca4-46bf-8c7d-75799e4b9d996638969733820979604_jpg.rf.9d95490c8e427134e521026a5bbbcd74.jpg,cow,174,248,389,387
c2c20acf-b526-4b15-b6e3-042a26004eff2743759498325567271_jpg.rf.d6671fd0987aadc9156b704e899e65b9.jpg,cow,133,69,641,569
516b129d-b164-4b3c-a42f-331ae5ee01e64138275165823970023_jpg.rf.9b5fc228d96f12cf8fd401883c9bd91d.jpg,cow,69,201,209,641
e8b058f7-2adf-481e-aa52-16d8523292ac5270187251424456242_jpg.rf.e7d2a3829cad4c7077a2b77923f48716.jpg,pig,1,1,503,641
93203ef9-ad94-4cd6-8640-469bff45d17d3793101079349542811_jpg.rf.127990015d19f2801796a28f0f33c040.jpg,cow,45,22,639,641
1065cbba-30b1-47b1-8206-3f2515f6b60a108524268592950313_jpg.rf.f696385ac214a0b284060c29df866b55.jpg,cow,43,183,521,468
a0a61746-eddf-47c2-9441-2f40a126b5d33860819785993885393_jpg.rf.9b003337aece0f2a51566374faf4c0fc.jpg,pig,1,48,365,343
022843b4-30eb-414c-aa99-b127748fa7ea7273486843875922347_jpg.rf.7b74ae6947e82b703eabb3eb3f05ec23.jpg,cow,284,25,634,415
d86c34bb-32ca-4fb1-8ca3-aee523a5c50f9122209185122918483_jpg.rf.ec5e46f628033f7352454d7da51eddbe.jpg,goat,1,117,520,551
42d1cf12-ea5b-44d4-adae-ff22f267d4fb3578987768084374760_jpg.rf.0634193432e55efc994d73cc0054d20d.jpg,cow,111,1,631,605
35f4745b-9f55-430c-8274-2dbca84f66a4114727046563837268_jpg.rf.ed385e5d5abed2d0682122a4c528dc54.jpg,cow,161,78,592,341
eb87ebdd-af9f-49e2-86b2-b9bedd73ad3e7669887627348179533_jpg.rf.103d4d17bf85dae1c44583e77eb8f24c.jpg,pig,161,172,394,331
c1084b0d-1d4a-4668-94d4-aeb8380d43d33826580652132811320_jpg.rf.dcafcd418178c49ae65a9a377ddf149e.jpg,cow,127,22,606,641
a6751c57-8c44-4b2d-b5fb-50b0aa6741862082131337249657605_jpg.rf.b27bf9e1a1e62af9d3a9b54b668cce58.jpg,pig,95,223,540,462
20fee599-6fc0-49c6-b22d-4cb5045d35e65080943722520428026_jpg.rf.eef1ee2f73e3e4ef868214219fb45ab5.jpg,cow,47,141,495,439
4c311503-2c79-480a-863d-200336eedd755211552617696317929_jpg.rf.e089a44a83872f639a388633b5491940.jpg,cow,90,15,641,438
eae51ef2-7b1a-4b2f-b67b-22d17cd7f8d47242235660233657274_jpg.rf.dcd79d5ddea08356674d124e6bef1a9d.jpg,cow,1,209,641,609
4f18fc2d-bb7c-4bb0-996a-86128c59e7ad763453613276798861_jpg.rf.3dd23e06ae44d31506e4694ee4e4b933.jpg,cow,63,17,529,382
6bf77336-edd9-4359-9719-864868c71f505944565358415437933_jpg.rf.da249e77a5d4f06c717d052e5b674e0e.jpg,cow,1,96,586,467
03a68010-c696-4d5c-90ed-063a14d8eee43648593773970629896_jpg.rf.5181b3d6a4c3c28475dcc40082d12aad.jpg,cow,238,133,394,320
31b2ddb8-e3da-45fc-8d67-c3cc4c4ccfd6519499593223464325_jpg.rf.04bc9829c7edc35e43387d8a89f200e8.jpg,cow,1,1,380,368
08c29830-6ceb-4e41-9daa-d08de351c4bd3353841177442073171_jpg.rf.d38fe7a081e749c8b1c667ce62a8edfd.jpg,cow,17,43,457,426
a26ec9c3-9097-4a8d-a5f5-5274cdf35b917153845530626396572_jpg.rf.fef9d113013818a509326fa9f310b932.jpg,cow,181,172,466,426
f0df7f3a-0dea-4cb2-b612-f3ecb4774dac667567939642307655_jpg.rf.84e3047b223f7c60a8ff4f13a3c137a3.jpg,goat,189,96,563,381
13c7a4ad-5257-4021-8bd6-ec3a1341f45a3832200144583331622_jpg.rf.29cef9ca821aa07081c583d4af297404.jpg,cow,230,242,235,246
77905f7c-fd97-4d83-ade1-756a03b34f185979675626237590573_jpg.rf.0bda07d78f715535a5c34fd9af5ff5da.jpg,cow,85,130,585,431
2b95bcc7-4636-4036-acc8-bd025238b3ea445360655007328844_jpg.rf.ced5b04ba1cffe351e435614d1bbfca5.jpg,cow,83,58,393,461
d6e60818-2445-473c-b4f9-6ed52c946df43426484042059421483_jpg.rf.d464cefc7d8df8845b3ddb349db3a46e.jpg,cow,169,159,378,503
e27b4229-0844-46d1-b73c-fb362dcf92ca3714627996077301941_jpg.rf.82e21db5d229986c70c09786f1d1fc95.jpg,cow,56,128,479,369
68c8ed7c-3e2a-4e05-ac86-1779d31e3c6f3720515712747985119_jpg.rf.1fe6526e0c606502e1701cc19fb55f3d.jpg,goat,51,173,599,459
11ee6a2d-36fe-403e-b19f-00769947821c7338545174882795242_jpg.rf.0a7c0c0141e5db4cdae2ff2c762c8e62.jpg,cow,68,8,641,573
a8b577bb-34ef-4c3b-95fb-0f2c40ebd98b8777238132622455388_jpg.rf.e0bf52d2b6035bc7aeeb01c6ebe08210.jpg,cow,119,1,510,284
c23ee2c6-df83-4959-a4eb-186a99bae248777334755895895308_jpg.rf.295619691dc8dab8105d38d454da42c0.jpg,cow,226,81,504,525
34ec293a-9372-4448-9b4c-9908ecd730ad1409006532346498596_jpg.rf.98ca597e6c3ae46532731fba836056e0.jpg,cow,7,35,641,615
defbf44d-8e80-4b18-918b-5bb93b282c3b8429105081654184524_jpg.rf.c213579f6dcb2764ca4ddc7be9cead56.jpg,goat,98,154,543,511
42b34660-b4c5-49ff-aa43-257b166b7c98883938646347263628_jpg.rf.8dc857dec8f13482d3c2b97d53079479.jpg,pig,1,3,549,529
fb78e805-d39d-4dd9-a0c1-11fdc58fcba44756589987540296021_jpg.rf.4fe9c997bb24c07d6d7ab879f367abd5.jpg,cow,220,132,544,310
9a720a2c-9128-4bf3-b6d2-b0bb5acf69cf2184682081443775901_jpg.rf.debd07e33d017f5b2c3620783628c5d6.jpg,pig,80,171,425,344
2325652d-e6ab-4717-aa6c-2eac485df9941313052635097604290_jpg.rf.3e705c1d900886e0f31ad325bab6b78e.jpg,cow,21,169,495,641
532aeeab-cdb3-482f-8f0b-4799ca49a0188997789352352150006_jpg.rf.edb7256547ad6e0b0b57029b74060ae5.jpg,cow,43,1,386,641
5130957a-9547-4671-b165-4be28bcf89705848476644716082426_jpg.rf.64a47bdd3de3179923b684ac1c2fd037.jpg,cow,1,6,641,322
35e0cf77-59bf-4ff4-adbe-618399af0f0a7310409711487120023_jpg.rf.ec703d894331fae3c8d353dc4139654a.jpg,cow,142,140,453,618
8a41ebd7-961d-444a-83eb-ae8b33de31805496998321331863893_jpg.rf.45920a16a319e9f3b6fc812d09a56119.jpg,cow,83,170,562,452
131823dd-76e1-47a0-9259-31b44a28d1361416204375952973700_jpg.rf.c7b1c1bf86eec5922b5901a4cdaa48e0.jpg,cow,160,51,548,240
a8a1e66a-d5b8-4b13-a150-338f209eff3e7581421762836652242_jpg.rf.8779005b9e36fa7f0747813f68a534a1.jpg,goat,428,160,515,257
365ac46a-0665-40ae-b3b0-5cb1d5ce7fad3406100131629592729_jpg.rf.862366d9e63e845d6c91ab6b092fdb6f.jpg,cow,1,19,640,516
a0c03aa7-b956-40ac-bd2d-b6543d45b7ba1398621150985965494_jpg.rf.e9664aa789ffb9856f4fae4a4a2c94f4.jpg,cow,27,17,641,573
506a1708-783b-46ab-8abb-aecd4cf36c661960105420781500541_jpg.rf.9732e0ce1e0733c4b90d50e972613a3e.jpg,cow,213,187,641,641
7b96784d-6b64-4af8-ad0d-28001491df556856716837854993735_jpg.rf.b6e0e4dda5e43f0c053aa116fa57db0e.jpg,cow,1,28,641,636
ccad879d-a32f-4505-be6f-0b04a4cce95685782619909861699_jpg.rf.3f9a9ccf5f6b657ce716da96c587972f.jpg,cow,158,91,552,436
6b5e9f8e-88be-4259-a644-61b6d3f19dae7361840294384613310_jpg.rf.185d8cecb3d2e20a8d76c93e37ae3958.jpg,cow,54,1,294,166
0835bc9d-d425-43e7-b41c-60c2833fee423572142378419955465_jpg.rf.1452ba33755e6e8f4b7cdf4b6ea1cd7a.jpg,goat,12,185,641,505
3620f14b-274e-43b5-b073-b80f742aff395088667797001862850_jpg.rf.aa7399c2bf6be0f2abdde8bcc034bb44.jpg,goat,298,227,582,424
0925ac6e-98a2-4618-90fa-e9fd838dbebe5803850155494419073_jpg.rf.8e29b868521dbf8f0c458bec59f809d3.jpg,cow,129,162,579,437
f580f4d2-ec4f-4cde-98e2-685e2499849c7666937883350042577_jpg.rf.6a6a6e44b9a4421e8109ad8f32cd598a.jpg,cow,286,148,568,297
967697b4-336a-4aa4-bfe3-a44f9028b1725648859373893691109_jpg.rf.189ee8ba0d107d73c4adcbdae1d32892.jpg,cow,207,1,539,354
3251b024-7e06-4737-bf83-3a9b16a4d74a2318665473051012985_jpg.rf.c810a1ca5d73f687cdf8aca7d6b3046b.jpg,cow,23,113,641,396
4ac0f569-ed4f-461d-945b-d1f48c241e4e7093292031625093337_jpg.rf.f0fa9725487b4c61ccc81e77e4b4bcd8.jpg,cow,128,45,512,568
2b29522d-0404-4b18-81b0-47c9ae0e440e3111515602368069462_jpg.rf.9018dc580d7960a9dfceb45d93225f9c.jpg,cow,1,51,495,483
514207fe-45b9-49b1-9157-590913367884699215862671056625_jpg.rf.633669bbcf863dc88065b0eda4346adf.jpg,goat,280,215,434,360
1572d85f-03ad-4236-b87a-b3dbd039047e4209172922531248921_jpg.rf.63217edecfdd9af6b5f340258f66ad14.jpg,cow,104,127,641,433
a69c4b15-c8ae-4b17-bddb-93ce2ba660f8641542197603685603_jpg.rf.49ebf1396dd86e8fc6b86585e672a46f.jpg,goat,18,151,539,461
a2456f06-2513-4c2c-8d4f-d16cefe8f1fb6053286636426033471_jpg.rf.5df53c80e8e470d52a213183b3e818eb.jpg,goat,155,90,507,390
d78fe1c0-bc99-4c1b-a723-9a2410e48d905238561812159448476_jpg.rf.65088d7c9bcb0acc8afe8941e4b3e0e4.jpg,cow,5,75,641,560
00426056-542d-49ae-8b09-f0078eaa37ee5363446416074218314_jpg.rf.208592219456fa91ee888fc509f143da.jpg,cow,190,102,624,311
b02dd871-3d0a-4281-b014-f9cf2178391d2407996914896284196_jpg.rf.fddc070057d20921253a0aca4a400170.jpg,cow,37,76,600,353
1eb94613-3f1a-43df-8ec2-2f55b7b4e16d7380966702026610294_jpg.rf.ebeb97681a494d5593569e68d7357fde.jpg,cow,371,158,641,352
ced3fd83-29c2-49c5-a3e4-7be286c9454d1794936769711295014_jpg.rf.fd093a16be908e27e168ac9ee310e523.jpg,cow,1,54,208,232
ec7455fa-dee8-464f-8d0c-275b50b0c97f8042752417941487198_jpg.rf.46da4850665f977e7050e7a351c940a2.jpg,cow,75,113,610,575
b45581dc-167a-4dea-90bb-de617946d7ce6240691641175645547_jpg.rf.be095dc2a63a64f2880518768f5340ea.jpg,pig,79,104,479,413
f2aad9a1-953b-4fed-9116-c1e6ceed8f5077376204855178422_jpg.rf.eff07c713863e52c4a6c6bdb346dcb2e.jpg,cow,71,36,481,466
41e1d93b-d7cd-4a30-b601-e230515032e08683126681646798922_jpg.rf.3268984f7681b312e4c989dfeb09edb8.jpg,pig,2,10,641,551
2f76b53c-a17b-4e0b-a4d5-3a30b4a167248111220240929296544_jpg.rf.4241d0a0ff0fd481acf52ca08074f8d8.jpg,cow,1,89,618,453
bb1bcdc0-958f-46ba-a835-a5400b9bacb35656242240627452409_jpg.rf.376d8ce5922860fb66684f0e4adaabee.jpg,cow,131,89,591,350
c70e1553-248a-4257-bb7e-f089665c83675193024745672649041_jpg.rf.68a0d1051e1d1ad4d397592d506f31ea.jpg,cow,20,102,641,641
eb3dde93-50b9-4d7a-b561-6f89ed64144f6088444246274059465_jpg.rf.7c62228cad649d72d62fea2ac88f3e7d.jpg,pig,261,127,586,641
b3d9d449-8a43-44a1-8455-6216d04980c62709883860216592463_jpg.rf.3790e00ec0fb74d7665ccaa3971ea6ab.jpg,cow,342,20,518,201
6298b5be-cd02-4e55-9039-b8df7201b1de5624181810723303790_jpg.rf.335a947bc20784905e3a959de3b9560e.jpg,cow,29,92,635,391
e9ef5b62-2325-41a6-999c-6e6eb727f6be2889616683319865597_jpg.rf.13e606cb940b4ca527aa2288e9dcccd8.jpg,cow,81,161,518,410
a5a7090e-f9ab-4817-9d70-2ddfb1537f057722509490755231532_jpg.rf.73386495cbc54eb83dde5c0b3f2f90e3.jpg,cow,1,19,577,599
0341dc0f-cdfc-4917-b54c-49d22e967b665867243372730598254_jpg.rf.8e1f301a1890a939cf8a857b941556bf.jpg,pig,38,274,641,641
bfba54e1-19d0-436b-b500-1d7ad2ba34af5438999277642358942_jpg.rf.3fec0c8ddf80d06c1ee7b9b3ef64d11b.jpg,cow,5,37,565,392
d764e083-ae5d-4575-9db0-8d29a2519af37632839589547236932_jpg.rf.0c0631fddc7e1a064f5f3c125e4b7b51.jpg,cow,83,5,641,641
9018cd8d-d87d-4cbf-bb41-9e60a753752e5020470135145323063_jpg.rf.4f8a6b2dea55435eac69c75d0c532419.jpg,pig,1,1,566,282
75810382-f879-4d24-bb54-bf4e3541bf888562245500351377072_jpg.rf.33621da98e3b4164bc3002ba05a0b905.jpg,cow,130,2,495,465
fae84b6d-0ff1-4a8f-9c36-62a9c5c319754029713481555357658_jpg.rf.a5c8f440e5151760fd52b1300742625c.jpg,cow,155,112,641,469
e53e4ab3-0043-4870-8630-a0eb21bebab11456391450201982401_jpg.rf.64aabf850e08a5cb5e5c55165f90ce57.jpg,cow,28,23,596,521
53674e4a-08a0-44af-b2bc-d17ea3444cac5200782120174056319_jpg.rf.82c525c94b6653ef98298ff094b6e749.jpg,cow,19,38,641,537
f3182d26-5084-451c-bb00-3cf9b8d76c363464682594270855767_jpg.rf.22b62788e89cb50cac6110627cba594b.jpg,goat,297,270,455,444
08687c8c-3216-42eb-b736-edd1e75387c22992885972221607581_jpg.rf.e03492afbedee0af96907039fc14ff91.jpg,cow,157,97,641,502
63521598-0cf0-47c1-93fe-526537b8c76f4925763459608157114_jpg.rf.9750c1dd4c2c4c648ea13b82b675885b.jpg,cow,44,49,482,623
12f0d009-2861-495d-b455-33b830ccfabf4320194681707445125_jpg.rf.06d615102d8e531d5c1edd31b7ef66c0.jpg,cow,1,6,639,641
749fa4b0-b6a4-4642-8d7f-1eae8871e00d4458789553168796341_jpg.rf.1ab212b4687d6d05a5baff2fcd525cdd.jpg,cow,139,75,343,275
81756996-f869-4453-bc34-9e05b5701a092869573211541145712_jpg.rf.a8ff72c2244e2308dab943a54f910983.jpg,pig,135,136,498,449
17b1aea7-07ee-4dca-b0fd-119d76184d756845637955513389670_jpg.rf.7161163ce9e33b42978606f390224535.jpg,cow,278,149,641,522
9b506a93-353c-4c27-91c7-d36a6d83ba8a2929134434895404024_jpg.rf.a9d15bc366fd4d0795eb288628584fdc.jpg,cow,1,21,473,416
eff1bf1f-b558-4c19-ad94-cc13afb3460c7357780334801172240_jpg.rf.a97916de85ddc607020d644a9dc60849.jpg,cow,72,61,641,440
d6efdb01-accb-4a65-93bc-9a27c2e3d56e1918051088591217947_jpg.rf.c1b735bf2ae434602414aba01b1395c2.jpg,cow,228,174,451,368
f7bc2161-7e74-4d3b-9395-f3991b8640e04931893661603331856_jpg.rf.88406686c20ea546a6f0d93389366eaa.jpg,cow,241,39,623,365
97f2efdd-83b1-4c31-aaba-28aaa0bf4639814906805935197625_jpg.rf.9686b2a9f9468cbe4617f433d4cd11e5.jpg,cow,1,46,641,439
fd8c71f0-500b-47c1-8b07-c2e61033c9b35269488591884124169_jpg.rf.7514d13fcc1f725c239a69481a0d1b3d.jpg,cow,6,68,445,395
1278bc5e-9152-43ea-a8d2-8161e3ae928b4601357333699367415_jpg.rf.1a1a515fa6e40b7efdbaaff9d2e76294.jpg,pig,1,117,641,604
fbd5b00a-0f11-4727-8aa2-779e7ea788883413867848497654112_jpg.rf.fe8633c1088d06e0401bf5d0b036e6fd.jpg,cow,1,143,641,470
e83cbee1-cbcd-4755-b334-aedaf63567b06470325145553877957_jpg.rf.e9d230b0a3b9230b7e125d782fca7d35.jpg,cow,87,4,641,314
a7547d82-e974-46c3-81a3-d6158f80051a998946565807241000_jpg.rf.ea65708021015ba991d91f7fe9e2750a.jpg,cow,34,1,641,641
1c1929da-50a8-46eb-9ee3-9bf6d3d1c9548189734082710293467_jpg.rf.de254d5089d48e7f29d7e7fdeafb6533.jpg,cow,1,133,472,601
351e4e61-55cc-41c9-bd27-ea7e5280899c8615533253557799502_jpg.rf.3b42f1d5af155bb4ab93b2daefd715a2.jpg,cow,11,9,457,350
9f689a0a-462a-46a9-8f7f-46bdfa9dba689009065630737287375_jpg.rf.678ee6cd060de96cb975a7f9da31735f.jpg,cow,1,70,556,419
232e21fc-914f-44b0-b7af-4f0ea0d020253264601220921966491_jpg.rf.214f72efc7b668355874abb031b65ff0.jpg,cow,291,173,418,274
d416e005-9a47-4354-a36c-86eb6c647fba7326345936454115036_jpg.rf.b33f22048f474f72e7eef9508e635ee8.jpg,cow,40,35,641,641
0078deec-5c72-48be-b058-e849498ba03c8089119554761334082_jpg.rf.e1070d74f98eb996836e2667796f25cd.jpg,goat,387,131,598,321
1469c4c7-c5cb-4c69-9781-96ecc61038401202443977756636986_jpg.rf.5419ddb4de417cf3f8138650e41a7992.jpg,cow,300,83,426,159
eff354e3-6797-43aa-9929-fa0e06bf00566117946956961173115_jpg.rf.02e855c86f7bdf0048b8a1530352db34.jpg,pig,3,52,637,384
396617f8-0020-4c09-ac0a-26b0242305299043634903437786062_jpg.rf.3e103c1c972871eecfd9e07dc3701fcb.jpg,cow,104,119,599,335
194697ca-9679-43dc-8e75-2ba21354017a4622696408799584072_jpg.rf.35f45f183df626f897a739f83b5fb2b9.jpg,cow,179,30,547,345
0792594c-11c4-404c-ad40-cdc8e9f0d6a45990594315847091510_jpg.rf.63b1987466078653d0085224b5820a23.jpg,goat,42,50,598,641
dbafde26-becb-4568-afbd-0318c752e96b8102543798750671956_jpg.rf.c08c86b52796bad36faae9a6d8138898.jpg,cow,1,129,610,459
df98cd1f-3152-470c-aa07-52b8f6bacf026318528500434389022_jpg.rf.d9bfda7f08273d94882e9ec69a27f2f1.jpg,goat,250,154,404,256
62c34f7b-ee83-4965-b120-ddc1213f4a548065224406128859718_jpg.rf.649bd2d6a9ffdc1705cb99ed3efc1e26.jpg,cow,246,147,542,497
5524a6f7-40dd-47e2-a4e0-879cfabd28bd4923039568321793956_jpg.rf.16c90350235ef076356a0c14489cdc5e.jpg,cow,151,29,415,307
24f6fabc-be0b-41bf-93eb-3162a35a9ac37314061612874349865_jpg.rf.0b91002913098c2797f4718191c51ca6.jpg,cow,15,102,558,582
9adb7856-6fac-47f3-86f9-70fb63c47e0f6901072702941066611_jpg.rf.3201324db511aad8a2e400441ffce82e.jpg,cow,31,12,620,641
94050f72-dbab-4133-9e66-07ce82c865df2044216664742163009_jpg.rf.3686240b614ee5d87d538a9d174bed2f.jpg,cow,1,53,558,556
8b326d44-06cd-47f0-8faf-3bbef69b37909014254579391647958_jpg.rf.2e692ab2d0429e8e212332f6e1130152.jpg,cow,1,109,594,641
9cc34317-00d6-4838-90b3-f2be4472ff8a3822890367421838275_jpg.rf.b1c395b950f37178de30b882ee211951.jpg,cow,176,121,334,430
093ab1f0-c1d4-4061-8bd2-4838fca231875509939418621332833_jpg.rf.c6d92d41c34a2f45649cd453f2605836.jpg,pig,271,60,614,366
257ea468-717e-4525-8e9c-dbda2497681f1677293180606867120_jpg.rf.681170bb1856d168aad9404a717bd1b1.jpg,cow,1,46,339,303
1b030b7b-983b-43ab-bd45-de30204993546252179080319016168_jpg.rf.64a0824d539fff923e22675e7df07ba3.jpg,cow,168,116,448,438
458f4b9f-8952-457f-a971-e097027ac0524348922553036455860_jpg.rf.8e12ff95de5aa60d86bf409b7716e0ed.jpg,cow,209,187,598,641
5b8ba1a3-609b-40ec-a559-6970d725bcf26895920495343750550_jpg.rf.f47fe1564fc1047e1d943d23d9236b7f.jpg,cow,1,1,468,509
e20d07da-669b-4aae-a650-53647dbb97a6955747439172465305_jpg.rf.3d90f18a683ade874bf404481f360ea0.jpg,cow,1,1,496,537
9cf8e7de-dea0-4e26-8a65-a1abef71d2e16621040353522066239_jpg.rf.8a92646c59fb19513231ba6284de5d20.jpg,goat,1,183,636,585
480b0011-2352-4724-8d8b-dd3ae8be13c36022437114548075133_jpg.rf.cc1485e82de268ed0ac4d28909c5dfbc.jpg,cow,47,40,400,396
90bb2f86-ae3e-4292-a54f-00600400e14c5495401022486118320_jpg.rf.177a9560eabe6751e5613bc4e68301d1.jpg,cow,38,37,641,548
3db7b274-fb96-4c93-83eb-79f0cacbb2f6843165654331327243_jpg.rf.f7ecad2701abb249bfcb725a20ff70ca.jpg,pig,157,126,469,456
47febd4e-6b2f-44e1-8ddf-8e32fb529abb5556034072338397377_jpg.rf.4f58963fc8dd82c5c7b6ba0a714c4d1b.jpg,cow,1,45,543,399
ae259560-58ef-4ecc-be28-8a563283e28c8701139930498600754_jpg.rf.f8180e4e5b1850286bca0a7ed62ec6a8.jpg,cow,118,22,606,605
95b65671-e905-439e-9708-8419c607a6bc2371747649153487097_jpg.rf.51f2f5f21ac1e7a678c22d1286730567.jpg,cow,259,93,595,356
01c5098c-6b3e-4fff-8d31-b68dcf1da0f94261923490434691338_jpg.rf.d8dddb696756b055d0af485710a61a23.jpg,cow,215,195,495,607
