filename,bodyScore
7dadc6bb-faf1-40dc-b36f-e214b42b7d3c7434147444197966184_jpg.rf.9737b60a1e140be4d95633cc92bbe4b4.jpg,3.0
478b8334-d44c-4323-8848-c5f0d25798923463176422437644453_jpg.rf.d00e0ea8138bf3374346bdc3d314487d.jpg,3.0
6eb2d555-b71b-40b5-9bd2-7445afbe231c4127652788414781534_jpg.rf.6fd2f94372a82383433341fe10aa1cb1.jpg,3.0
9b4e0298-2e32-4c36-b312-799f6c7f81dc3436995913793944189_jpg.rf.08faccb2ca8bb1bdb971910df6b1a830.jpg,4.0
0ac03d54-64ef-4b2b-8109-de025955457a8870619411394218199_jpg.rf.253cf24a63f1e447eb8c8ed5feb76b38.jpg,3.0
5c7b9400-049d-4087-9b1c-4a4c1eafbd573047436409170803054_jpg.rf.1e95b85c41c97d978eb5f3196d751c84.jpg,4.0
fe2c9251-8f98-4cb6-a041-75423bcdc13b578663238683657438_jpg.rf.a2e56506ffcd3b54d6b60453d179fc25.jpg,3.0
74b46bd0-4082-4a41-adcc-635ab210bc8b8329652937121812578_jpg.rf.e729ce8f78a7d74fa4e36d5536681803.jpg,3.0
0417d95a-868c-4bbb-95ec-fd451ef98773737315259651653001_jpg.rf.dab353465283ae04650f44aab6fa61a1.jpg,3.0
4f2bb7bb-bdbf-4449-bee7-d405527612d67789508718850358978_jpg.rf.bf12de51d877d92b6c86a2de97ad8275.jpg,3.0
3c870665-7946-4826-9c87-34ef71e5d9f44778688102037738789_jpg.rf.ee38cb6cc69758f4ba91fb61dbf1ab46.jpg,4.0
cc6f631b-a243-4c03-8f86-45138ebbd1706113095666581083251_jpg.rf.7f7e361a17ad0300488c96c21c9f6ec5.jpg,4.0
bfb79e92-829c-412f-875e-12f46d78dfc66414905918004109846_jpg.rf.6b7b8e8e9b8c9207bd92a58bb456236b.jpg,3.0
0536d10c-1833-42b7-a41c-27902bdc661e1480671628863904805_jpg.rf.01e53fe1faf03f6561a659d035f03fce.jpg,3.0
5cc6a262-2bb7-42a0-9350-16071f66936f3034510376208369665_jpg.rf.1489c1855d7db1a9127f7119bb1f3e7c.jpg,3.0
826029e9-5f6c-4423-8684-ead8f409629a4704258845546641537_jpg.rf.53c478da4ee53e82572a2f00f55acdb4.jpg,5.0
ca1df67b-6d02-442d-bf7b-a605626aaa871811597092409213468_jpg.rf.24b314bd037cb68ff4a5ccb645799dff.jpg,3.0
ee2ca7b2-9ec1-4284-b3ef-2794e62cce54866373639784330286_jpg.rf.5d401bc74050725c109907664b44093c.jpg,4.0
b04db626-5b26-43dc-b87c-41449aa425c27708302845785394662_jpg.rf.6420d2632f21eff071469f4fd3e7a31c.jpg,3.0
94e1e081-29bc-46df-bec8-eba877eae3d83157899120773949049_jpg.rf.c425bd6fc1b7f379ba4d6a0f4e1f8570.jpg,3.0
6503229e-7dd8-402c-8066-b02616e22b407197659872547812048_jpg.rf.e5a47b9bbd7cad361ee5e11e2fdf6e22.jpg,3.0
57f59f63-9ec6-4d0b-b837-808a089f3d876691836245373503353_jpg.rf.7af54dbc2b9fe49fb1978aaff46dcf41.jpg,3.0
95ed7abd-0636-49c0-bc63-d207f42d54662508335678026042079_jpg.rf.adf5d2153e8b3ee9901c0e5a262b1f65.jpg,4.0
347fc7d4-df89-4370-b6f9-8c072c9aaf825825792115537374893_jpg.rf.edae97f3c72920096c954d21a0618171.jpg,3.0
1887a6a2-e934-4c6c-8852-5843aae2366f2567626667104535095_jpg.rf.6e3996ab50ea7a88041eb866e0f45259.jpg,4.0
c0d90adb-c44b-4236-abd5-ca804ad590be747265450709527810_jpg.rf.9c74f2fc6f3c0ca2f7f153ab46222321.jpg,4.0
7085f13a-9ece-440d-93b5-fa170a61eecd2188662175450632163_jpg.rf.df894f1b085d508c3ec6fe30b7978107.jpg,5.0
9c50a668-e66c-4720-b56c-8a0121410c372966885986493779458_jpg.rf.53559ed079c933f1ba92990604d4b0f1.jpg,4.0
274d21ef-a984-4d39-bd46-d2da777125d43652477689591155237_jpg.rf.0b430c2ee21c6b1b2511672c051e6d92.jpg,4.0
f28cf78a-dc06-4071-a3f8-48a12d7cedc41963826499398126796_jpg.rf.123283892645bcc584ad7e29bac63f75.jpg,4.0
eedf02c5-b528-41ab-a5b9-8477b19d5b353845803218346984623_jpg.rf.656da43a1cd1afae75daff2dc867fd15.jpg,3.0
7904e1bb-d8b4-453f-b8c8-863af6e39e155605514778656998579_jpg.rf.59aee49612ba8673d39b1e560d95c7de.jpg,4.0
eb23c92b-88c5-4476-b057-a27afe00189b5607376898742536854_jpg.rf.b85065a53b22e594104fb74da891160a.jpg,4.0
dc183900-0d9e-49ef-8c98-885031b3c7ee1344113102027233344_jpg.rf.2779a341b8c59aaa53be3c66525280b2.jpg,3.0
daefaa26-49f8-4582-b326-fec3512560488709396522549932238_jpg.rf.22e8a6b3e031a76e2e8be23cc48b15be.jpg,3.0
2b780f44-3333-420e-88c9-02d0e47b5a211094422589717157705_jpg.rf.7b2f658439632138d8473d758d58016d.jpg,3.0
2f1816a7-0aba-46b8-b001-201bcc11afd38398499779131220579_jpg.rf.e1a6d71bf9e59893ae1198de769ff902.jpg,5.0
51563b5f-99a7-4abd-82c8-a79e0e8dc6084650655066481360576_jpg.rf.d78f1dad965a82f6f6d24eb42e592cec.jpg,3.0
853b250c-773e-4efe-9cb5-f8dbdd3926a4916355217612442877_jpg.rf.302109a63eb8475e4af0024a7c7db373.jpg,3.0
08932b1e-975c-49db-a12b-676766e175c2723532741716460498_jpg.rf.5c9a2e112d259bc04d39934a38aa4bd1.jpg,3.0
23f2901e-2a11-46f8-99a5-fcad2b8aaeaf1912823308999687314_jpg.rf.36090f38f7ceb8a081b5248d759f3fd2.jpg,4.0
9ffe0cea-b3b1-4768-9f49-f302bdea2d3d24367420460044549_jpg.rf.8c63c8a782ebd6fa878904a8e4712a1b.jpg,3.0
3fdcacd3-ce6a-4e88-8958-28d01641c69d2750441349490370876_jpg.rf.273737f48d6cbdd73ef44726cc1b422e.jpg,4.0
e25a86b9-ed70-49a4-b821-8f085df1376a6532687920192109373_jpg.rf.3138f027229b5b5d8b6fea9a5569824b.jpg,3.0
e11f621a-75d8-4acb-ad04-4275901f703b6749149731927509187_jpg.rf.ce448887cd4a49f8e73e40d05bcf4ba9.jpg,4.0
2866005f-dd36-42e5-bb4d-5cba1892fc29252028110631894322_jpg.rf.a016b543db542f8aa3df10eb6b4edb88.jpg,3.0
a15c5369-c136-43cc-89f8-305f1cd05ac04634481999400324525_jpg.rf.74cd999b0dc9d79925913de052f454db.jpg,5.0
fdcc0f14-e504-4864-a0ad-c739057232814884742521446816657_jpg.rf.710c78057f9b9b4c37e87af0dbc3670b.jpg,3.0
4d50e5d0-f956-4371-9c98-51e14bb064224939762036690463387_jpg.rf.58634a7f6188627f225d9e38b6f79a70.jpg,4.0
cfeecba7-cd92-4df3-a954-137c1b8fcd7f6986159420507188279_jpg.rf.e1ea4cc342a690b826ce73aca27d13c4.jpg,5.0
17b7fa22-eb94-4024-9aae-f01f8917361d6163378617094204878_jpg.rf.58a357e0a1e61973d512827c1209ae6c.jpg,3.0
53140568-cce7-4326-84f0-825879caa8b4536011308244216971_jpg.rf.11e21a0fb600771ca499d2fa2fca0551.jpg,4.0
287c4709-45bc-4f9a-bd77-fd3af38361471641679283267851528_jpg.rf.12f5c3206ac0d5539d32902ab9c071e6.jpg,4.0
a602059e-2ac3-41e8-b28d-fe4ec34688a01454696980661219763_jpg.rf.3b6970af927591e8c5bdee374f0243b0.jpg,5.0
f8e8a7af-777d-4509-9854-c50d02679738154768969499765940_jpg.rf.f020c943dd198ca8e54227d3618183b7.jpg,5.0
ba58a5a3-34e4-4bcf-9e8f-199028f9891a6495131742327056612_jpg.rf.259a0351af05edfa17863f9ac2060bbd.jpg,4.0
edfccb84-1b08-4364-bcbc-55eab21b803a1121732129413289222_jpg.rf.9e20576061ecbb3f12022a8289ba9cfc.jpg,3.0
adf412a2-91af-4065-be3f-d87eb67369ed7529368597967953684_jpg.rf.1aed2fbe84bc23e919e953fec6177dd1.jpg,3.0
44cfeaa7-684a-4fbd-a744-6c61f06c98954720123262336576066_jpg.rf.b439f8b943ff866a981fd4329a79a100.jpg,3.0
610af7ba-6b2a-47a1-8147-e09ccb4ffb4a7228245827398753614_jpg.rf.1f375c3790d21831ead68059368650d0.jpg,3.0
9289d52a-ebef-407c-922a-3d6aedb977422979063941245245698_jpg.rf.ffb310c160588294acde9b32a67afc4d.jpg,3.0
c2549a56-a05f-46d3-abf3-fe1453a4e7f17015514409676932648_jpg.rf.984e69239aedb58084ae3f7c05351e37.jpg,3.0
3dcc9781-a973-4fd3-b81c-d3f90dddbffe8440163307949084176_jpg.rf.ce35c16de3245cd40a0f706bd968ddd4.jpg,3.0
29bb0ca2-60c3-42e2-9a0d-b012b6fc95c02956350474153998471_jpg.rf.a48d6b157f3bf1524ded605356322221.jpg,4.0
ef40d9cd-c88a-4b59-a306-d5d9ca43d4ad4779797386959690269_jpg.rf.1880065923a8ca895c52e5643559cc9c.jpg,4.0
c88c5fd0-4f44-4fd4-b339-986d4ea2ada96950847489049706767_jpg.rf.7b98d08b3e95f92872dc334b516374d1.jpg,4.0
2d14fc92-334b-4d6a-aa8b-2f0ec102edef1708037921339680285_jpg.rf.4ec2772a444d56f0a6c107ee59c1e1cb.jpg,5.0
cce8d267-a422-4c56-8e2f-afc96a73f8968703539461210126240_jpg.rf.a1e671f8f9e799598397fc18b1cf2cc7.jpg,3.0
b6897a18-031f-4f81-9749-ac12466ddd225181698603952013722_jpg.rf.1e7a7a360bd369383457c48af05b5f58.jpg,3.0
0865a05b-ef50-4285-8032-298d22fd865f1489142535111303013_jpg.rf.1c17b64a95d90d7e462cc77b81e4d7df.jpg,3.0
2b5b12ac-3323-4e7e-8656-4f9c4d5896643069480413131351845_jpg.rf.3cb9f31f066a9b3020143f68e80e12f3.jpg,1.0
418c1ce5-80c3-461b-ba47-781a7db38d8e3218278766408266506_jpg.rf.11a47d971f23885ad3300b3d6903e1af.jpg,4.0
a0a4d206-bfd0-447d-93ab-c4a615a762826723559917845519264_jpg.rf.bac940654dccc2fad0377404619cce98.jpg,4.0
5d0dab5b-b9ee-47b3-8590-b90aff79679e6385663782773393428_jpg.rf.c079eed4bba1c1e30f061cfdeb8455d5.jpg,3.0
5ca38878-dbc5-48a7-8166-578fa76f460e4255196558133849150_jpg.rf.c7ccb99119359c2a85b8258832d20124.jpg,1.0
15738c08-19f5-4df4-bb0a-dd14be8a1e5b4363058524846375307_jpg.rf.200a608d7ea2e6c4fae75bfd858e327c.jpg,3.0
93835105-5fdf-4c33-9347-549c23c4f9519044031946932424916_jpg.rf.698ccf6b418d32a2bede8f40f01bf7be.jpg,4.0
f4ccd1fc-7dc4-4bec-ba62-d0a03a08de8e1133944377418197172_jpg.rf.4b69061d88a8e087d275a7c17ac9aa2a.jpg,3.0
50a42482-9440-46d7-9724-dab6918e0461559494910488456956_jpg.rf.50c34db60f59a22a0a9029e535f73e1a.jpg,4.0
797c8fbd-b89a-4ee1-9146-c7f748a069b66358515276234071848_jpg.rf.1634e88b8843a6686902f54d2c7a09e7.jpg,5.0
ae62391d-0ddb-46f4-a7b2-19e0dd6e3da26173799320497481347_jpg.rf.6c623e5ade0fa9471e467203140b874d.jpg,3.0
ad3a9ad5-31f1-4ed2-9af0-9c2ced2f6a402859756564038317438_jpg.rf.e89312397fb1e26ce126021b43745219.jpg,2.0
454f5c90-dddb-4c9a-b794-1d2bd15f3e2d9028513173006259083_jpg.rf.b04995408895f1b7f10eb1302e9c5d9c.jpg,4.0
70790fc5-0bb4-4ee9-9f5e-6d6e2a61032f1451531559124069231_jpg.rf.72ad016a940b0a64eb6d78b7164ce9f9.jpg,5.0
451012f9-3068-45d5-aee0-5c20349cf7cf9149343377272949212_jpg.rf.9dc3f7df1e4dfa76b68420c9343e6b33.jpg,3.0
7cff1337-af95-4ca1-bfda-cfe8d988feb51485294513975982205_jpg.rf.f7b27e763883e8b710b678caf352b391.jpg,5.0
033cfa85-b4fe-4908-8cd1-050df487f4c43129211086982246432_jpg.rf.41c134f85bdad875fa478100c854bb1d.jpg,4.0
f5abde08-ef68-4a80-9adb-62f593c0d34e135130475444025634_jpg.rf.3e67eba4a759fccb136635d6bbb0394f.jpg,5.0
868e557e-d0fb-4a69-bac5-5b7b014cb9328957199140307220190_jpg.rf.2c16b9405e5d910aa1627f46ff4fd916.jpg,3.0
ac939d8f-71de-48b3-afa4-0b2521f3224f6585062175502846255_jpg.rf.f295278b53c32e5b9d17529dec560d9a.jpg,4.0
f1855f60-ae49-457a-9526-381c98529e964387121997958283530_jpg.rf.2760483510b6decf51cce5581042f11c.jpg,4.0
8e1cfe5f-2707-4e91-b903-47a69417e87d4884761513065716458_jpg.rf.ecbf63429f8e0362d1a24b6cf1ff11a1.jpg,3.0
e4e31087-5205-4a41-8bdf-e27fab33775a2036076097386180650_jpg.rf.7588423f90f7235e850da803c6726f57.jpg,4.0
16f9eac2-674b-4576-b59a-2f7ca111a2692639388553609909451_jpg.rf.031e46c8f7f05f7da1dde9a4658f7e40.jpg,4.0
465fd8dc-73a4-4cf9-a1cd-5fbee4844aa7512005418981892952_jpg.rf.d91513b4b2f9348eb31c4ec2d9983693.jpg,4.0
fc03dd75-0eb5-433a-b08d-422b051a3c661049217909934297740_jpg.rf.ff54caacf3229b52ca064b2093a2ab65.jpg,4.0
8dd0c0be-79b9-40f1-bb65-013323b338df7168423018933729647_jpg.rf.17f18dfe638b142efb3c6354c101d280.jpg,3.0
71fe650f-3ec5-423d-8a2f-b768362680583158699203969322945_jpg.rf.7d2df838c7e0cd552645590deb7aa5fb.jpg,4.0
3f2dba27-87d2-46e6-b95d-31d3799a03971015555026047499228_jpg.rf.830ee3a3ab2ef8f9401b388b0ba81de7.jpg,3.0
966a6947-9bbe-4535-851b-3b080e7a3539780571919070286825_jpg.rf.1f5b0a2df9dadc8c064e89fa08e68edd.jpg,3.0
7c438d54-7d90-4556-94ce-9940bf814a725912414754944305611_jpg.rf.c30d02e9bd0a7710f7799c8f7bb7d836.jpg,4.0
2d902ab2-c455-419a-86eb-be306e5999144922924305580638175_jpg.rf.6b78b5d956ef1c9ae17bef551d3ee337.jpg,3.0
ace18ad8-295c-4e67-be13-b9bad594f81a7518808497188924929_jpg.rf.3c175ac4444b27e3e6c4e0259510dd39.jpg,3.0
24722706-c40d-41bb-adf8-37a5b13470d98350158938085485507_jpg.rf.9f0ac2d5e309dc6d43dd32ddfebf8c07.jpg,4.0
2c257184-ccf5-4e7b-94b5-8f84d0f346333159302884892557728_jpg.rf.198768a3b5522e9b2d93ac6f0b560cf7.jpg,4.0
8dcb7ea6-2d17-425e-a61a-6b80a3dd6e8a523230518923526760_jpg.rf.4861f327e74e8a7f8bba4ece920b151f.jpg,3.0
0cf42cda-b16c-4bae-89e1-df31dc949fc17839548373973881520_jpg.rf.042e6f12fb6278e7888ceb4c2000749b.jpg,3.0
3528d9f7-e0ba-48e6-9e82-3d47bd9f09f5929586170034119687_jpg.rf.6c2710ff2878fb4438c397fa0ce52388.jpg,5.0
1dd5252f-9b61-4ce8-83b3-8aae36de16081946237784723010185_jpg.rf.ca8ac257aacea446bc56c56ac73d1d2f.jpg,4.0
ca9d15fe-3eff-4cdb-8f7b-71db2609010c1850290846425930002_jpg.rf.492daa5a987b5e7691bced0e755f89fe.jpg,3.0
a6bc69a9-dd50-4659-8ef0-73c8903457231417634234224392092_jpg.rf.f7f95024eb64c70efa80639dd37b3c7a.jpg,3.0
38452dc8-b1da-472c-b149-142a6182b48b803668348753664908_jpg.rf.a21c59527e62a5c148f1c37163952e69.jpg,3.0
7c125199-0b05-4cf9-8ed2-ce588cd59ef95517131996630025812_jpg.rf.56813b19da17d35870e26df9cdddef03.jpg,3.0
6849343e-3f27-45b8-8720-f9387a051428129349275301599025_jpg.rf.e9ef79c2228bfec7c1e6dd7355f27f46.jpg,5.0
6671f09a-8199-4eb3-9fcd-55da15fee9f58248181460975344812_jpg.rf.41212844e82d6d810cc8000840b67c19.jpg,5.0
6c5cc4f0-3ea1-41f1-9ec5-6665fc6808345290496446925476934_jpg.rf.db4354e1e0089c1ad5537595a6e8fdaf.jpg,3.0
70790fc5-0bb4-4ee9-9f5e-6d6e2a61032f1451531559124069231_jpg.rf.44a9d723377e2d9705b12e1eec879f00.jpg,5.0
3768d06b-d426-42c5-a2d2-21bc9222ede76483482559872293506_jpg.rf.fecce5ea6c5ecfa52926531d9df087bc.jpg,3.0
6425672f-dd01-4b58-b558-21af0751996e1929811225003952167_jpg.rf.756197cb712f1cd0f873a03d8fc469bc.jpg,3.0
48e50ae4-7249-4581-afab-d571883f62b32107096750319339921_jpg.rf.b146263f29ff593dff97265bc3e961d3.jpg,4.0
9be8275e-7fe8-4fa9-8c41-d37f87ffa8fa3330805608081279147_jpg.rf.8b65cd089a833e5fa3160ac9a0e7a513.jpg,4.0
1b7437fa-aa0a-4c44-8db2-def88149ddfd3649271348814366792_jpg.rf.e39f1e4462dfff8758283ead56e6ac09.jpg,5.0
eefd4908-c2c9-4679-8942-ac74a568a73c3508653361512434685_jpg.rf.af7ed9146f11776eec1833e47feb0f24.jpg,4.0
6fcf3b91-10d0-43b0-91c1-9ed72cb37c145245082726738683799_jpg.rf.ddd0d1e7d8847fca7c9fd06006c2a1d3.jpg,5.0
12cf9db3-d79a-4016-9f93-7f8d08dba8fa4044330433894541927_jpg.rf.b1daea3f4f205d1b5a91e887de377f13.jpg,4.0
7c14410d-88c1-44e8-9e9d-d57519dbeee8761855760804185407_jpg.rf.4fe3b2c9167c56457063e1a2d72a4685.jpg,3.0
4b92be0f-1dab-4bd3-9d8f-ffe5205529616488897462725253780_jpg.rf.3fbe26a05a9b5093503f1b2df507dc71.jpg,4.0
f84ff5d2-aab6-4e1d-bd43-7f686b505847782437189250789917_jpg.rf.1e6522b7b021a27b419d4a87adf54678.jpg,3.0
3924ebc2-683b-497d-bf88-518337dc33d88065826101715241771_jpg.rf.e7712d2c35371a8858ed164c91c16803.jpg,5.0
cafeea7d-001a-4d67-bf74-6667e24c72304580170483964810560_jpg.rf.80b7a914002cdb4f144ea7a310a32f51.jpg,3.0
8bf58e33-f8fa-4223-b605-87e76ff768ee2765165097894453218_jpg.rf.98adf72dd648d8088e779ea2639ac9cc.jpg,4.0
98af4249-2f98-43b7-bbdf-c0ff61babacc3862201412828505696_jpg.rf.90401e1557b5ec1bfe2629ba142471fb.jpg,4.0
3e197fd2-97b8-4879-baad-4cd4868883567769384826861482423_jpg.rf.b5bcc6aa7719814b62604a47c6d20d74.jpg,4.0
661a9a75-bb93-4137-96b1-691bbf02daaa9023963255410165994_jpg.rf.0ce2fb0719c3f608c1d898b8f844d212.jpg,3.0
a0310065-60da-499e-9b8a-060c28c690613209702527952575085_jpg.rf.cfbbf4bd309a539e77d2cce9ed9cbb07.jpg,3.0
91be9b5f-a535-47ee-aa70-33d58ffd5db23879125774959824738_jpg.rf.d1ee35f3fcfb61db6003ffc5387fdde4.jpg,4.0
c18003f8-ed32-4fae-af81-9248c3fa0278786849884178652339_jpg.rf.43a7284c9feb22b09f3622e96a22705b.jpg,3.0
ae0fc07a-80af-4497-97d1-9ce72a607cfa8446835860399094182_jpg.rf.7ea660fd40f2bb97930fe29420f771f8.jpg,3.0
52f0bba5-1d4d-4ec7-9e5c-8ce9cfe3cf30244011883043268877_jpg.rf.64355d4f43bc1e5ffa6e9bd10cecefd1.jpg,4.0
196feeb3-5fdc-41ce-90c1-c1d0e40ca5276724396470153639811_jpg.rf.2cf0ba35c198fddf5fc6e2f6e298b8d4.jpg,3.0
17082847-0842-4cd4-ade7-4386ea4b6d0a438569780854829661_jpg.rf.aaaf00ab02a6c7960225137465e36fa1.jpg,3.0
b7e2dd62-e470-4414-a631-7b24f34b44ac6456830963682988218_jpg.rf.a51c76779ab4f83ad8dad939e4127594.jpg,3.0
9115b360-5a2b-47b5-9d24-536c3c081a471531178040695623708_jpg.rf.9c83d4e9471873bb85f6c14015ece298.jpg,3.0
ba7a8499-7140-4d47-aa34-aab34b86a6a22817621192817273957_jpg.rf.af51ca85eee3c59b4ecb41e5ae3535b1.jpg,5.0
1aea77d3-13a9-444e-87e9-6a8d230b9b767523864962546602505_jpg.rf.022c609b14969aa106788097d6f5f909.jpg,3.0
70ba99a7-be18-4076-9b54-082a3e32473f8133568822031779397_jpg.rf.d077117a785bce1b53d59ad44a39de13.jpg,5.0
de60b964-9900-4f1b-8564-fbbebe3da2573496903922878761316_jpg.rf.0037e1a60bfd2f07efb7f7d1210833f2.jpg,5.0
fae816f0-34cb-42af-ae04-e89b472181231224549912680289633_jpg.rf.0cc793079ad669368b6c37f9225cf3c9.jpg,4.0
7b613ab5-9d92-4afa-87a6-69b95bcc60139201935547532815769_jpg.rf.cd4cd161ce46f9dd81575f6ca5004104.jpg,3.0
c44d6cec-995e-4e59-88ac-eadd55f271287047971858174815636_jpg.rf.6b315520cf5f448fe66a654767077c33.jpg,3.0
af45ff4e-a31b-4b81-93a0-a5942292ff888954026927818799299_jpg.rf.88b50b489c77122746d9cb4c25081f11.jpg,5.0
28bf6d8e-dfeb-475c-919d-d231354f8b0d6398447427571496259_jpg.rf.574fb6c2434e46fb7f846b696bd2c91d.jpg,3.0
0042698d-0fcc-4028-b68b-076878ccb4274337303639141170151_jpg.rf.c4b95e352feb6ac7492e70f9bd1aa5f5.jpg,3.0
a3c9a59c-83b7-43d0-a31c-dc61a061f74d918808666255856275_jpg.rf.3eb9348d3b2c0d254446573a696b7761.jpg,5.0
0d88824f-71eb-40c1-8477-0f99348275708518183030580505772_jpg.rf.28d3569896fc6f3ab23ee9e418a76098.jpg,3.0
89309866-9ba5-47b1-8161-e300345056243771737322680061541_jpg.rf.bb94a709d4531d35d94a526e6a873194.jpg,3.0
4535c6d8-0461-4185-9355-7eee10fa91df6548847643374707430_jpg.rf.aa9c9938fa0edeacabae41bbcbb24017.jpg,5.0
84b8ec38-41fd-4596-8083-f28ac34eff896070604499829367121_jpg.rf.ebe8352a971283f42c41e519f9cd3008.jpg,3.0
369ddf77-56c0-4620-a939-f2f1d71c445a3268140854169803872_jpg.rf.782303563bad56178d39d2d76a10a13b.jpg,4.0
83be0117-0459-49d9-afc1-ded52dc276257002183162355046056_jpg.rf.9a90fa058f00184ddec72a5919791fb4.jpg,4.0
f9bd572b-833e-4145-89b2-368076fe1f684257235605529214156_jpg.rf.41d1e44265368830ec3be8f25bab6254.jpg,5.0
0305316a-039d-47c4-a9ce-c2ac3704e49b3792660259235007957_jpg.rf.7951c35cbeed666cd2904c71fe2d4f53.jpg,3.0
3e863898-4db7-434f-9372-b144f59e56439117583392202081004_jpg.rf.c251bc58dbb6833515270f28c03e91e5.jpg,5.0
06872a1c-a2ea-41e3-8a41-9e82876323945760590334227970760_jpg.rf.b07dd0914c76b9ee4130571b5a4b299c.jpg,3.0
eb799737-0356-40ae-952b-abb4c7be691a1717985276986399550_jpg.rf.e306c56d7806d20ecb9ac4dfd5713d21.jpg,1.0
6c8f2db0-2ee4-4cb9-870f-b8c9c9cc353d5606571423461185015_jpg.rf.8c88ce2c9956b6363fb4355e34f044ae.jpg,4.0
4f3a1491-89c5-42b2-a761-5f984e241970675374947966550677_jpg.rf.5103e448ffebfd13a186e8d24b7cbc40.jpg,3.0
d996ecd6-66cc-4d64-9561-9c8b0e3aca5e1057008627472284706_jpg.rf.51f836528a165cd91454254737547842.jpg,3.0
001e822b-7a88-478c-9d89-ffbe9061284c308886825275929969_jpg.rf.8ca68fbddcf809d6bb0cda730a029d6a.jpg,5.0
db10d3b6-7faf-4376-9822-fb9181f142371696939801129703908_jpg.rf.c3243def32b56f3ecd7cbe2563ea661e.jpg,3.0
a1a2da5a-31b8-423a-8d55-e826e6555f736153213221286310925_jpg.rf.32bfec5ccbae97b217d01f2da818409b.jpg,3.0
2a723ea4-15df-4f2d-9940-f4af4e24f6098847826554041965327_jpg.rf.f006eb1819ed1eee710fef287e454478.jpg,5.0
e501def7-789e-45a2-adb2-665f12240dcf2722144153106039543_jpg.rf.d78ba147d16abde3d0b5bca5a620a8e3.jpg,4.0
b7803df3-bc60-463f-8ae3-ec5b2a9277f91667385015518508192_jpg.rf.82b28174adebfe594f7594a838ea0ff2.jpg,3.0
6471c262-3941-4223-8c13-4e8d7008e4186461625490898549452_jpg.rf.06f07b6e3ca224010f3ad1b407154823.jpg,4.0
